currency,valid_from,eur_exchange_rate,rate_source,notes
EUR,1900-01-01,1.0,base_currency,Base reporting currency
BGN,1900-01-01,0.5112918811962185,fixed_peg,Fixed at 1 EUR = 1.95583 BGN
CAD,2024-01-02,0.6865774116031583,ecb_daily,ECB reference rate: 1 EUR = 1.4565 CAD
CAD,2024-01-03,0.6861534239055853,ecb_daily,ECB reference rate: 1 EUR = 1.4574 CAD
CAD,2024-01-04,0.6847907964116963,ecb_daily,ECB reference rate: 1 EUR = 1.4603 CAD
CAD,2024-01-05,0.684931506849315,ecb_daily,ECB reference rate: 1 EUR = 1.46 CAD
CAD,2024-01-08,0.6825472663981981,ecb_daily,ECB reference rate: 1 EUR = 1.4651 CAD
CAD,2024-01-09,0.6843221788818176,ecb_daily,ECB reference rate: 1 EUR = 1.4613 CAD
CAD,2024-01-10,0.682640453273261,ecb_daily,ECB reference rate: 1 EUR = 1.4649 CAD
CAD,2024-01-11,0.6813381481229134,ecb_daily,ECB reference rate: 1 EUR = 1.4677 CAD
CAD,2024-01-12,0.6833401667350006,ecb_daily,ECB reference rate: 1 EUR = 1.4634 CAD
CAD,2024-01-15,0.6805035726437564,ecb_daily,ECB reference rate: 1 EUR = 1.4695 CAD
CAD,2024-01-16,0.682081713389264,ecb_daily,ECB reference rate: 1 EUR = 1.4661 CAD
CAD,2024-01-17,0.6802258349772125,ecb_daily,ECB reference rate: 1 EUR = 1.4701 CAD
CAD,2024-01-18,0.6811525100469995,ecb_daily,ECB reference rate: 1 EUR = 1.4681 CAD
CAD,2024-01-19,0.6823144104803494,ecb_daily,ECB reference rate: 1 EUR = 1.4656 CAD
CAD,2024-01-22,0.6839945280437757,ecb_daily,ECB reference rate: 1 EUR = 1.462 CAD
CAD,2024-01-23,0.6826870562534134,ecb_daily,ECB reference rate: 1 EUR = 1.4648 CAD
CAD,2024-01-24,0.6817097279978185,ecb_daily,ECB reference rate: 1 EUR = 1.4669 CAD
CAD,2024-01-25,0.6796248470844094,ecb_daily,ECB reference rate: 1 EUR = 1.4714 CAD
CAD,2024-01-26,0.684603272403642,ecb_daily,ECB reference rate: 1 EUR = 1.4607 CAD
CAD,2024-01-29,0.6876633200385092,ecb_daily,ECB reference rate: 1 EUR = 1.4542 CAD
CAD,2024-01-30,0.6866245536940402,ecb_daily,ECB reference rate: 1 EUR = 1.4564 CAD
CAD,2024-01-31,0.6869075422448139,ecb_daily,ECB reference rate: 1 EUR = 1.4558 CAD
CAD,2024-02-01,0.6875687568756876,ecb_daily,ECB reference rate: 1 EUR = 1.4544 CAD
CAD,2024-02-02,0.6870019236053861,ecb_daily,ECB reference rate: 1 EUR = 1.4556 CAD
CAD,2024-02-05,0.6893223960846487,ecb_daily,ECB reference rate: 1 EUR = 1.4507 CAD
CAD,2024-02-06,0.6884207627702053,ecb_daily,ECB reference rate: 1 EUR = 1.4526 CAD
CAD,2024-02-07,0.6896076132680505,ecb_daily,ECB reference rate: 1 EUR = 1.4501 CAD
CAD,2024-02-08,0.6894174422612892,ecb_daily,ECB reference rate: 1 EUR = 1.4505 CAD
CAD,2024-02-09,0.6903216899074969,ecb_daily,ECB reference rate: 1 EUR = 1.4486 CAD
CAD,2024-02-12,0.689464975179261,ecb_daily,ECB reference rate: 1 EUR = 1.4504 CAD
CAD,2024-02-13,0.6891323823306457,ecb_daily,ECB reference rate: 1 EUR = 1.4511 CAD
CAD,2024-02-14,0.6892273761113791,ecb_daily,ECB reference rate: 1 EUR = 1.4509 CAD
CAD,2024-02-15,0.6874269608854059,ecb_daily,ECB reference rate: 1 EUR = 1.4547 CAD
CAD,2024-02-16,0.6888001102080177,ecb_daily,ECB reference rate: 1 EUR = 1.4518 CAD
CAD,2024-02-19,0.6886103842445944,ecb_daily,ECB reference rate: 1 EUR = 1.4522 CAD
CAD,2024-02-20,0.6867188572998215,ecb_daily,ECB reference rate: 1 EUR = 1.4562 CAD
CAD,2024-02-21,0.6840881105486387,ecb_daily,ECB reference rate: 1 EUR = 1.4618 CAD
CAD,2024-02-22,0.6840881105486387,ecb_daily,ECB reference rate: 1 EUR = 1.4618 CAD
CAD,2024-02-23,0.6855419208884623,ecb_daily,ECB reference rate: 1 EUR = 1.4587 CAD
CAD,2024-02-26,0.6814774430966335,ecb_daily,ECB reference rate: 1 EUR = 1.4674 CAD
CAD,2024-02-27,0.68259385665529,ecb_daily,ECB reference rate: 1 EUR = 1.465 CAD
CAD,2024-02-28,0.680781537204711,ecb_daily,ECB reference rate: 1 EUR = 1.4689 CAD
CAD,2024-02-29,0.6793939805693322,ecb_daily,ECB reference rate: 1 EUR = 1.4719 CAD
CAD,2024-03-01,0.6812453164384495,ecb_daily,ECB reference rate: 1 EUR = 1.4679 CAD
CAD,2024-03-04,0.6793939805693322,ecb_daily,ECB reference rate: 1 EUR = 1.4719 CAD
CAD,2024-03-05,0.6781040211568455,ecb_daily,ECB reference rate: 1 EUR = 1.4747 CAD
CAD,2024-03-06,0.6770480704129993,ecb_daily,ECB reference rate: 1 EUR = 1.477 CAD
CAD,2024-03-07,0.6800408024481469,ecb_daily,ECB reference rate: 1 EUR = 1.4705 CAD
CAD,2024-03-08,0.6802258349772125,ecb_daily,ECB reference rate: 1 EUR = 1.4701 CAD
CAD,2024-03-11,0.6778282383244085,ecb_daily,ECB reference rate: 1 EUR = 1.4753 CAD
CAD,2024-03-12,0.678472080873872,ecb_daily,ECB reference rate: 1 EUR = 1.4739 CAD
CAD,2024-03-13,0.6776904310111141,ecb_daily,ECB reference rate: 1 EUR = 1.4756 CAD
CAD,2024-03-14,0.6791171477079797,ecb_daily,ECB reference rate: 1 EUR = 1.4725 CAD
CAD,2024-03-15,0.6788405403570701,ecb_daily,ECB reference rate: 1 EUR = 1.4731 CAD
CAD,2024-03-18,0.678195998643608,ecb_daily,ECB reference rate: 1 EUR = 1.4745 CAD
CAD,2024-03-19,0.677185616577504,ecb_daily,ECB reference rate: 1 EUR = 1.4767 CAD
CAD,2024-03-20,0.6786102062975027,ecb_daily,ECB reference rate: 1 EUR = 1.4736 CAD
CAD,2024-03-21,0.6786102062975027,ecb_daily,ECB reference rate: 1 EUR = 1.4736 CAD
CAD,2024-03-22,0.6808278867102396,ecb_daily,ECB reference rate: 1 EUR = 1.4688 CAD
CAD,2024-03-25,0.6792555359326179,ecb_daily,ECB reference rate: 1 EUR = 1.4722 CAD
CAD,2024-03-26,0.6794401413235494,ecb_daily,ECB reference rate: 1 EUR = 1.4718 CAD
CAD,2024-03-27,0.6797172376291463,ecb_daily,ECB reference rate: 1 EUR = 1.4712 CAD
CAD,2024-03-28,0.6815703380588877,ecb_daily,ECB reference rate: 1 EUR = 1.4672 CAD
CAD,2024-04-02,0.6860122110173561,ecb_daily,ECB reference rate: 1 EUR = 1.4577 CAD
CAD,2024-04-03,0.6837139340899768,ecb_daily,ECB reference rate: 1 EUR = 1.4626 CAD
CAD,2024-04-04,0.6825006825006825,ecb_daily,ECB reference rate: 1 EUR = 1.4652 CAD
CAD,2024-04-05,0.6801795674057951,ecb_daily,ECB reference rate: 1 EUR = 1.4702 CAD
CAD,2024-04-08,0.6795786612300374,ecb_daily,ECB reference rate: 1 EUR = 1.4715 CAD
CAD,2024-04-09,0.6780120686148213,ecb_daily,ECB reference rate: 1 EUR = 1.4749 CAD
CAD,2024-04-10,0.6789788158609451,ecb_daily,ECB reference rate: 1 EUR = 1.4728 CAD
CAD,2024-04-11,0.6808278867102396,ecb_daily,ECB reference rate: 1 EUR = 1.4688 CAD
CAD,2024-04-12,0.6829201666325206,ecb_daily,ECB reference rate: 1 EUR = 1.4643 CAD
CAD,2024-04-15,0.6828269033799932,ecb_daily,ECB reference rate: 1 EUR = 1.4645 CAD
CAD,2024-04-16,0.6817562039814562,ecb_daily,ECB reference rate: 1 EUR = 1.4668 CAD
CAD,2024-04-17,0.6806888571234089,ecb_daily,ECB reference rate: 1 EUR = 1.4691 CAD
CAD,2024-04-18,0.6808742425274052,ecb_daily,ECB reference rate: 1 EUR = 1.4687 CAD
CAD,2024-04-19,0.6818491749624983,ecb_daily,ECB reference rate: 1 EUR = 1.4666 CAD
CAD,2024-04-22,0.6853070175438596,ecb_daily,ECB reference rate: 1 EUR = 1.4592 CAD
CAD,2024-04-23,0.6838542022840731,ecb_daily,ECB reference rate: 1 EUR = 1.4623 CAD
CAD,2024-04-24,0.6836204539239814,ecb_daily,ECB reference rate: 1 EUR = 1.4628 CAD
CAD,2024-04-25,0.6821747731768879,ecb_daily,ECB reference rate: 1 EUR = 1.4659 CAD
CAD,2024-04-26,0.683433570256971,ecb_daily,ECB reference rate: 1 EUR = 1.4632 CAD
CAD,2024-04-29,0.683293474547318,ecb_daily,ECB reference rate: 1 EUR = 1.4635 CAD
CAD,2024-04-30,0.6815703380588877,ecb_daily,ECB reference rate: 1 EUR = 1.4672 CAD
CAD,2024-05-02,0.6812917291184085,ecb_daily,ECB reference rate: 1 EUR = 1.4678 CAD
CAD,2024-05-03,0.6811061163329247,ecb_daily,ECB reference rate: 1 EUR = 1.4682 CAD
CAD,2024-05-06,0.6788405403570701,ecb_daily,ECB reference rate: 1 EUR = 1.4731 CAD
CAD,2024-05-07,0.678886625933469,ecb_daily,ECB reference rate: 1 EUR = 1.473 CAD
CAD,2024-05-08,0.6764069264069265,ecb_daily,ECB reference rate: 1 EUR = 1.4784 CAD
CAD,2024-05-09,0.6789788158609451,ecb_daily,ECB reference rate: 1 EUR = 1.4728 CAD
CAD,2024-05-10,0.6781040211568455,ecb_daily,ECB reference rate: 1 EUR = 1.4747 CAD
CAD,2024-05-13,0.6776445076912652,ecb_daily,ECB reference rate: 1 EUR = 1.4757 CAD
CAD,2024-05-14,0.6778282383244085,ecb_daily,ECB reference rate: 1 EUR = 1.4753 CAD
CAD,2024-05-15,0.67736909842173,ecb_daily,ECB reference rate: 1 EUR = 1.4763 CAD
CAD,2024-05-16,0.6752194463200539,ecb_daily,ECB reference rate: 1 EUR = 1.481 CAD
CAD,2024-05-17,0.6764069264069265,ecb_daily,ECB reference rate: 1 EUR = 1.4784 CAD
CAD,2024-05-20,0.6757669955399378,ecb_daily,ECB reference rate: 1 EUR = 1.4798 CAD
CAD,2024-05-21,0.675812664729337,ecb_daily,ECB reference rate: 1 EUR = 1.4797 CAD
CAD,2024-05-22,0.6752194463200539,ecb_daily,ECB reference rate: 1 EUR = 1.481 CAD
CAD,2024-05-23,0.674217907227616,ecb_daily,ECB reference rate: 1 EUR = 1.4832 CAD
CAD,2024-05-24,0.6727211570803903,ecb_daily,ECB reference rate: 1 EUR = 1.4865 CAD
CAD,2024-05-27,0.6750826976304597,ecb_daily,ECB reference rate: 1 EUR = 1.4813 CAD
CAD,2024-05-28,0.6747638326585695,ecb_daily,ECB reference rate: 1 EUR = 1.482 CAD
CAD,2024-05-29,0.6739452756436177,ecb_daily,ECB reference rate: 1 EUR = 1.4838 CAD
CAD,2024-05-30,0.6743997841920691,ecb_daily,ECB reference rate: 1 EUR = 1.4828 CAD
CAD,2024-05-31,0.6754931099702783,ecb_daily,ECB reference rate: 1 EUR = 1.4804 CAD
CAD,2024-06-03,0.6764069264069265,ecb_daily,ECB reference rate: 1 EUR = 1.4784 CAD
CAD,2024-06-04,0.6729475100942126,ecb_daily,ECB reference rate: 1 EUR = 1.486 CAD
CAD,2024-06-05,0.6726306585054147,ecb_daily,ECB reference rate: 1 EUR = 1.4867 CAD
CAD,2024-06-06,0.6720881779689495,ecb_daily,ECB reference rate: 1 EUR = 1.4879 CAD
CAD,2024-06-07,0.6710508656556167,ecb_daily,ECB reference rate: 1 EUR = 1.4902 CAD
CAD,2024-06-10,0.6756300249983109,ecb_daily,ECB reference rate: 1 EUR = 1.4801 CAD
CAD,2024-06-11,0.676544212164265,ecb_daily,ECB reference rate: 1 EUR = 1.4781 CAD
CAD,2024-06-12,0.6759040216289287,ecb_daily,ECB reference rate: 1 EUR = 1.4795 CAD
CAD,2024-06-13,0.6746272684341902,ecb_daily,ECB reference rate: 1 EUR = 1.4823 CAD
CAD,2024-06-14,0.6800870511425463,ecb_daily,ECB reference rate: 1 EUR = 1.4704 CAD
CAD,2024-06-17,0.6790710308298249,ecb_daily,ECB reference rate: 1 EUR = 1.4726 CAD
CAD,2024-06-18,0.6788405403570701,ecb_daily,ECB reference rate: 1 EUR = 1.4731 CAD
CAD,2024-06-19,0.6785641582411617,ecb_daily,ECB reference rate: 1 EUR = 1.4737 CAD
CAD,2024-06-20,0.6804572672836146,ecb_daily,ECB reference rate: 1 EUR = 1.4696 CAD
CAD,2024-06-21,0.683433570256971,ecb_daily,ECB reference rate: 1 EUR = 1.4632 CAD
CAD,2024-06-24,0.6811061163329247,ecb_daily,ECB reference rate: 1 EUR = 1.4682 CAD
CAD,2024-06-25,0.68259385665529,ecb_daily,ECB reference rate: 1 EUR = 1.465 CAD
CAD,2024-06-26,0.6836204539239814,ecb_daily,ECB reference rate: 1 EUR = 1.4628 CAD
CAD,2024-06-27,0.6827336655970506,ecb_daily,ECB reference rate: 1 EUR = 1.4647 CAD
CAD,2024-06-28,0.6816632583503749,ecb_daily,ECB reference rate: 1 EUR = 1.467 CAD
CAD,2024-07-01,0.6797634423220719,ecb_daily,ECB reference rate: 1 EUR = 1.4711 CAD
CAD,2024-07-02,0.679024920214572,ecb_daily,ECB reference rate: 1 EUR = 1.4727 CAD
CAD,2024-07-03,0.6801333061280012,ecb_daily,ECB reference rate: 1 EUR = 1.4703 CAD
CAD,2024-07-04,0.6800408024481469,ecb_daily,ECB reference rate: 1 EUR = 1.4705 CAD
CAD,2024-07-05,0.6786102062975027,ecb_daily,ECB reference rate: 1 EUR = 1.4736 CAD
CAD,2024-07-08,0.6769564040075818,ecb_daily,ECB reference rate: 1 EUR = 1.4772 CAD
CAD,2024-07-09,0.6778741865509761,ecb_daily,ECB reference rate: 1 EUR = 1.4752 CAD
CAD,2024-07-10,0.6775985905949315,ecb_daily,ECB reference rate: 1 EUR = 1.4758 CAD
CAD,2024-07-11,0.6758583400919167,ecb_daily,ECB reference rate: 1 EUR = 1.4796 CAD
CAD,2024-07-12,0.6741270055278414,ecb_daily,ECB reference rate: 1 EUR = 1.4834 CAD
CAD,2024-07-15,0.6720881779689495,ecb_daily,ECB reference rate: 1 EUR = 1.4879 CAD
CAD,2024-07-16,0.6706458319361545,ecb_daily,ECB reference rate: 1 EUR = 1.4911 CAD
CAD,2024-07-17,0.6689410662920597,ecb_daily,ECB reference rate: 1 EUR = 1.4949 CAD
CAD,2024-07-18,0.6687621213134488,ecb_daily,ECB reference rate: 1 EUR = 1.4953 CAD
CAD,2024-07-19,0.6694336591243808,ecb_daily,ECB reference rate: 1 EUR = 1.4938 CAD
CAD,2024-07-22,0.6679580522343196,ecb_daily,ECB reference rate: 1 EUR = 1.4971 CAD
CAD,2024-07-23,0.6691648822269808,ecb_daily,ECB reference rate: 1 EUR = 1.4944 CAD
CAD,2024-07-24,0.6687621213134488,ecb_daily,ECB reference rate: 1 EUR = 1.4953 CAD
CAD,2024-07-25,0.6657789613848203,ecb_daily,ECB reference rate: 1 EUR = 1.502 CAD
CAD,2024-07-26,0.6662669065227531,ecb_daily,ECB reference rate: 1 EUR = 1.5009 CAD
CAD,2024-07-29,0.6677350427350427,ecb_daily,ECB reference rate: 1 EUR = 1.4976 CAD
CAD,2024-07-30,0.6668444918644971,ecb_daily,ECB reference rate: 1 EUR = 1.4996 CAD
CAD,2024-07-31,0.6676904587033451,ecb_daily,ECB reference rate: 1 EUR = 1.4977 CAD
CAD,2024-08-01,0.6706008583690987,ecb_daily,ECB reference rate: 1 EUR = 1.4912 CAD
CAD,2024-08-02,0.6651147322913202,ecb_daily,ECB reference rate: 1 EUR = 1.5035 CAD
CAD,2024-08-05,0.6584145377929945,ecb_daily,ECB reference rate: 1 EUR = 1.5188 CAD
CAD,2024-08-06,0.6623832549513148,ecb_daily,ECB reference rate: 1 EUR = 1.5097 CAD
CAD,2024-08-07,0.6662225183211193,ecb_daily,ECB reference rate: 1 EUR = 1.501 CAD
CAD,2024-08-08,0.6657346381732242,ecb_daily,ECB reference rate: 1 EUR = 1.5021 CAD
CAD,2024-08-09,0.6663557006730193,ecb_daily,ECB reference rate: 1 EUR = 1.5007 CAD
CAD,2024-08-12,0.6667555674089879,ecb_daily,ECB reference rate: 1 EUR = 1.4998 CAD
CAD,2024-08-13,0.6660450246436659,ecb_daily,ECB reference rate: 1 EUR = 1.5014 CAD
CAD,2024-08-14,0.6615944426066821,ecb_daily,ECB reference rate: 1 EUR = 1.5115 CAD
CAD,2024-08-15,0.6626905235255136,ecb_daily,ECB reference rate: 1 EUR = 1.509 CAD
CAD,2024-08-16,0.6624710168930109,ecb_daily,ECB reference rate: 1 EUR = 1.5095 CAD
CAD,2024-08-19,0.6623393826996953,ecb_daily,ECB reference rate: 1 EUR = 1.5098 CAD
CAD,2024-08-20,0.6629101756711966,ecb_daily,ECB reference rate: 1 EUR = 1.5085 CAD
CAD,2024-08-21,0.6615069127472382,ecb_daily,ECB reference rate: 1 EUR = 1.5117 CAD
CAD,2024-08-22,0.6609385327164574,ecb_daily,ECB reference rate: 1 EUR = 1.513 CAD
CAD,2024-08-23,0.6619886137958427,ecb_daily,ECB reference rate: 1 EUR = 1.5106 CAD
CAD,2024-08-26,0.6633059166887768,ecb_daily,ECB reference rate: 1 EUR = 1.5076 CAD
CAD,2024-08-27,0.6648494116082707,ecb_daily,ECB reference rate: 1 EUR = 1.5041 CAD
CAD,2024-08-28,0.6674676278200508,ecb_daily,ECB reference rate: 1 EUR = 1.4982 CAD
CAD,2024-08-29,0.6699269779594025,ecb_daily,ECB reference rate: 1 EUR = 1.4927 CAD
CAD,2024-08-30,0.6692992436918547,ecb_daily,ECB reference rate: 1 EUR = 1.4941 CAD
CAD,2024-09-02,0.669702652022502,ecb_daily,ECB reference rate: 1 EUR = 1.4932 CAD
CAD,2024-09-03,0.668851581833991,ecb_daily,ECB reference rate: 1 EUR = 1.4951 CAD
CAD,2024-09-04,0.6675567423230975,ecb_daily,ECB reference rate: 1 EUR = 1.498 CAD
CAD,2024-09-05,0.6668444918644971,ecb_daily,ECB reference rate: 1 EUR = 1.4996 CAD
CAD,2024-09-06,0.6673785371062467,ecb_daily,ECB reference rate: 1 EUR = 1.4984 CAD
CAD,2024-09-09,0.6676013084985647,ecb_daily,ECB reference rate: 1 EUR = 1.4979 CAD
CAD,2024-09-10,0.6678688305616777,ecb_daily,ECB reference rate: 1 EUR = 1.4973 CAD
CAD,2024-09-11,0.666800026672001,ecb_daily,ECB reference rate: 1 EUR = 1.4997 CAD
CAD,2024-09-12,0.6682705159048383,ecb_daily,ECB reference rate: 1 EUR = 1.4964 CAD
CAD,2024-09-13,0.6639665360865813,ecb_daily,ECB reference rate: 1 EUR = 1.5061 CAD
CAD,2024-09-16,0.6618571712224502,ecb_daily,ECB reference rate: 1 EUR = 1.5109 CAD
CAD,2024-09-17,0.6607638430025109,ecb_daily,ECB reference rate: 1 EUR = 1.5134 CAD
CAD,2024-09-18,0.6615069127472382,ecb_daily,ECB reference rate: 1 EUR = 1.5117 CAD
CAD,2024-09-19,0.6618133686300464,ecb_daily,ECB reference rate: 1 EUR = 1.511 CAD
CAD,2024-09-20,0.6601531555320834,ecb_daily,ECB reference rate: 1 EUR = 1.5148 CAD
CAD,2024-09-23,0.6637902422834384,ecb_daily,ECB reference rate: 1 EUR = 1.5065 CAD
CAD,2024-09-24,0.6652032195835827,ecb_daily,ECB reference rate: 1 EUR = 1.5033 CAD
CAD,2024-09-25,0.6647168306301515,ecb_daily,ECB reference rate: 1 EUR = 1.5044 CAD
CAD,2024-09-26,0.6655574043261232,ecb_daily,ECB reference rate: 1 EUR = 1.5025 CAD
CAD,2024-09-27,0.6650704974727321,ecb_daily,ECB reference rate: 1 EUR = 1.5036 CAD
CAD,2024-09-30,0.6608075067732769,ecb_daily,ECB reference rate: 1 EUR = 1.5133 CAD
CAD,2024-10-01,0.6672894701721607,ecb_daily,ECB reference rate: 1 EUR = 1.4986 CAD
CAD,2024-10-02,0.669702652022502,ecb_daily,ECB reference rate: 1 EUR = 1.4932 CAD
CAD,2024-10-03,0.6691201070592172,ecb_daily,ECB reference rate: 1 EUR = 1.4945 CAD
CAD,2024-10-04,0.6688068485821295,ecb_daily,ECB reference rate: 1 EUR = 1.4952 CAD
CAD,2024-10-07,0.670510929328148,ecb_daily,ECB reference rate: 1 EUR = 1.4914 CAD
CAD,2024-10-08,0.6675121820973233,ecb_daily,ECB reference rate: 1 EUR = 1.4981 CAD
CAD,2024-10-09,0.6673340006673341,ecb_daily,ECB reference rate: 1 EUR = 1.4985 CAD
CAD,2024-10-10,0.6652917304237908,ecb_daily,ECB reference rate: 1 EUR = 1.5031 CAD
CAD,2024-10-11,0.6638783774812455,ecb_daily,ECB reference rate: 1 EUR = 1.5063 CAD
CAD,2024-10-14,0.6645843025187745,ecb_daily,ECB reference rate: 1 EUR = 1.5047 CAD
CAD,2024-10-15,0.6638783774812455,ecb_daily,ECB reference rate: 1 EUR = 1.5063 CAD
CAD,2024-10-16,0.6660893891960301,ecb_daily,ECB reference rate: 1 EUR = 1.5013 CAD
CAD,2024-10-17,0.667779632721202,ecb_daily,ECB reference rate: 1 EUR = 1.4975 CAD
CAD,2024-10-18,0.6684491978609626,ecb_daily,ECB reference rate: 1 EUR = 1.496 CAD
CAD,2024-10-21,0.6667555674089879,ecb_daily,ECB reference rate: 1 EUR = 1.4998 CAD
CAD,2024-10-22,0.6682705159048383,ecb_daily,ECB reference rate: 1 EUR = 1.4964 CAD
CAD,2024-10-23,0.6711409395973155,ecb_daily,ECB reference rate: 1 EUR = 1.49 CAD
CAD,2024-10-24,0.6701514542286557,ecb_daily,ECB reference rate: 1 EUR = 1.4922 CAD
CAD,2024-10-25,0.6671559143371807,ecb_daily,ECB reference rate: 1 EUR = 1.4989 CAD
CAD,2024-10-28,0.6653359946773121,ecb_daily,ECB reference rate: 1 EUR = 1.503 CAD
CAD,2024-10-29,0.6675121820973233,ecb_daily,ECB reference rate: 1 EUR = 1.4981 CAD
CAD,2024-10-30,0.6634819532908705,ecb_daily,ECB reference rate: 1 EUR = 1.5072 CAD
CAD,2024-10-31,0.6607638430025109,ecb_daily,ECB reference rate: 1 EUR = 1.5134 CAD
CAD,2024-11-01,0.6603275224511358,ecb_daily,ECB reference rate: 1 EUR = 1.5144 CAD
CAD,2024-11-04,0.6598482349059716,ecb_daily,ECB reference rate: 1 EUR = 1.5155 CAD
CAD,2024-11-05,0.6610259122157589,ecb_daily,ECB reference rate: 1 EUR = 1.5128 CAD
CAD,2024-11-06,0.6714563889075404,ecb_daily,ECB reference rate: 1 EUR = 1.4893 CAD
CAD,2024-11-07,0.6684491978609626,ecb_daily,ECB reference rate: 1 EUR = 1.496 CAD
CAD,2024-11-08,0.6674230794900888,ecb_daily,ECB reference rate: 1 EUR = 1.4983 CAD
CAD,2024-11-11,0.6734913793103449,ecb_daily,ECB reference rate: 1 EUR = 1.4848 CAD
CAD,2024-11-12,0.6757213325224677,ecb_daily,ECB reference rate: 1 EUR = 1.4799 CAD
CAD,2024-11-13,0.6738544474393531,ecb_daily,ECB reference rate: 1 EUR = 1.484 CAD
CAD,2024-11-14,0.6775526797208483,ecb_daily,ECB reference rate: 1 EUR = 1.4759 CAD
CAD,2024-11-15,0.6729022273063724,ecb_daily,ECB reference rate: 1 EUR = 1.4861 CAD
CAD,2024-11-18,0.6723593088146305,ecb_daily,ECB reference rate: 1 EUR = 1.4873 CAD
CAD,2024-11-19,0.6741724533135576,ecb_daily,ECB reference rate: 1 EUR = 1.4833 CAD
CAD,2024-11-20,0.677185616577504,ecb_daily,ECB reference rate: 1 EUR = 1.4767 CAD
CAD,2024-11-21,0.6802721088435374,ecb_daily,ECB reference rate: 1 EUR = 1.47 CAD
CAD,2024-11-22,0.686766018817389,ecb_daily,ECB reference rate: 1 EUR = 1.4561 CAD
CAD,2024-11-25,0.6826870562534134,ecb_daily,ECB reference rate: 1 EUR = 1.4648 CAD
CAD,2024-11-26,0.6741724533135576,ecb_daily,ECB reference rate: 1 EUR = 1.4833 CAD
CAD,2024-11-27,0.6753562504220977,ecb_daily,ECB reference rate: 1 EUR = 1.4807 CAD
CAD,2024-11-28,0.6770480704129993,ecb_daily,ECB reference rate: 1 EUR = 1.477 CAD
CAD,2024-11-29,0.6758583400919167,ecb_daily,ECB reference rate: 1 EUR = 1.4796 CAD
CAD,2024-12-02,0.6780580417683754,ecb_daily,ECB reference rate: 1 EUR = 1.4748 CAD
CAD,2024-12-03,0.6778282383244085,ecb_daily,ECB reference rate: 1 EUR = 1.4753 CAD
CAD,2024-12-04,0.6777363605557438,ecb_daily,ECB reference rate: 1 EUR = 1.4755 CAD
CAD,2024-12-05,0.6752650415288,ecb_daily,ECB reference rate: 1 EUR = 1.4809 CAD
CAD,2024-12-06,0.671952694530305,ecb_daily,ECB reference rate: 1 EUR = 1.4882 CAD
CAD,2024-12-09,0.6702862122126148,ecb_daily,ECB reference rate: 1 EUR = 1.4919 CAD
CAD,2024-12-10,0.6707807888382077,ecb_daily,ECB reference rate: 1 EUR = 1.4908 CAD
CAD,2024-12-11,0.6709158000670916,ecb_daily,ECB reference rate: 1 EUR = 1.4905 CAD
CAD,2024-12-12,0.6727211570803903,ecb_daily,ECB reference rate: 1 EUR = 1.4865 CAD
CAD,2024-12-13,0.6687174000267486,ecb_daily,ECB reference rate: 1 EUR = 1.4954 CAD
CAD,2024-12-16,0.6684938832809679,ecb_daily,ECB reference rate: 1 EUR = 1.4959 CAD
CAD,2024-12-17,0.6668889629876625,ecb_daily,ECB reference rate: 1 EUR = 1.4995 CAD
CAD,2024-12-18,0.6656903208627347,ecb_daily,ECB reference rate: 1 EUR = 1.5022 CAD
CAD,2024-12-19,0.6697923643670461,ecb_daily,ECB reference rate: 1 EUR = 1.493 CAD
CAD,2024-12-20,0.6690753378830456,ecb_daily,ECB reference rate: 1 EUR = 1.4946 CAD
CAD,2024-12-23,0.6676458806249166,ecb_daily,ECB reference rate: 1 EUR = 1.4978 CAD
CAD,2024-12-24,0.6672004270082733,ecb_daily,ECB reference rate: 1 EUR = 1.4988 CAD
CAD,2024-12-27,0.6665777896280496,ecb_daily,ECB reference rate: 1 EUR = 1.5002 CAD
CAD,2024-12-30,0.6651147322913202,ecb_daily,ECB reference rate: 1 EUR = 1.5035 CAD
CAD,2024-12-31,0.668985817500669,ecb_daily,ECB reference rate: 1 EUR = 1.4948 CAD
CAD,2025-01-02,0.6718172657037286,ecb_daily,ECB reference rate: 1 EUR = 1.4885 CAD
CAD,2025-01-03,0.6737636437137852,ecb_daily,ECB reference rate: 1 EUR = 1.4842 CAD
CAD,2025-01-06,0.670510929328148,ecb_daily,ECB reference rate: 1 EUR = 1.4914 CAD
CAD,2025-01-07,0.6721333512568893,ecb_daily,ECB reference rate: 1 EUR = 1.4878 CAD
CAD,2025-01-08,0.6755387421468622,ecb_daily,ECB reference rate: 1 EUR = 1.4803 CAD
CAD,2025-01-09,0.6742633672712561,ecb_daily,ECB reference rate: 1 EUR = 1.4831 CAD
CAD,2025-01-10,0.6736274840013473,ecb_daily,ECB reference rate: 1 EUR = 1.4845 CAD
CAD,2025-01-13,0.6803183890060548,ecb_daily,ECB reference rate: 1 EUR = 1.4699 CAD
CAD,2025-01-14,0.6782419967444384,ecb_daily,ECB reference rate: 1 EUR = 1.4744 CAD
CAD,2025-01-15,0.6764069264069265,ecb_daily,ECB reference rate: 1 EUR = 1.4784 CAD
CAD,2025-01-16,0.676773145641581,ecb_daily,ECB reference rate: 1 EUR = 1.4776 CAD
CAD,2025-01-17,0.6727664155005383,ecb_daily,ECB reference rate: 1 EUR = 1.4864 CAD
